"Year","Month","DayofMonth","DayOfWeek","DepTime","CRSDepTime","ArrTime","CRSArrTime","UniqueCarrier","FlightNum","TailNum","ActualElapsedTime","CRSElapsedTime","AirTime","ArrDelay","DepDelay","Origin","Dest","Distance","TaxiIn","TaxiOut","Cancelled","CancellationCode","Diverted","CarrierDelay","WeatherDelay","NASDelay","SecurityDelay","LateAircraftDelay"
2008,1,23,3,1420,1415,1508,1505,"WN",3241,"N376SW",48,50,31,3,5,"AUS","HOU",148,4,13,0,"",0,NA,NA,NA,NA,NA
2008,1,23,3,1424,1425,1523,1525,"WN",2008,"N651SW",59,60,50,-2,-1,"HRL","AUS",273,4,5,0,"",0,NA,NA,NA,NA,NA
2008,1,23,3,1425,1430,1538,1547,"XE",612,"N11193",73,77,57,-9,-5,"AUS","MSY",445,3,13,0,"",0,NA,NA,NA,NA,NA
2008,1,23,3,1428,1435,1748,1747,"CO",317,"N29717",260,252,234,1,-7,"EWR","AUS",1504,5,21,0,"",0,NA,NA,NA,NA,NA
2008,1,23,3,1437,1445,1544,1607,"XE",81,"N14203",67,82,56,-23,-8,"AUS","TUL",426,3,8,0,"",0,NA,NA,NA,NA,NA
2008,1,23,3,1437,1430,1532,1525,"MQ",3446,"N643AE",55,55,44,7,7,"DAL","AUS",189,3,8,0,"",0,NA,NA,NA,NA,NA
2008,1,23,3,1442,1445,1546,1539,"CO",1541,"N79279",64,54,29,7,-3,"IAH","AUS",140,4,31,0,"",0,NA,NA,NA,NA,NA
2008,1,23,3,1443,1445,1612,1619,"DL",1533,"N994DL",149,154,130,-7,-2,"ATL","AUS",813,5,14,0,"",0,NA,NA,NA,NA,NA
2008,1,23,3,1448,1420,1603,1535,"WN",3407,"N659SW",135,135,121,28,28,"AUS","DEN",775,5,9,0,"",0,7,0,0,0,21
2008,1,23,3,1451,1450,1540,1545,"WN",1353,"N305SW",49,55,37,-5,1,"AUS","DAL",189,4,8,0,"",0,NA,NA,NA,NA,NA
2008,1,23,3,1456,1455,1835,1855,"WN",1121,"N700GS",159,180,146,-20,1,"AUS","BWI",1342,4,9,0,"",0,NA,NA,NA,NA,NA
2008,1,23,3,1504,1500,1801,1815,"WN",1110,"N429WN",117,135,106,-14,4,"AUS","TPA",928,4,7,0,"",0,NA,NA,NA,NA,NA
2008,1,23,3,1511,1505,1703,1650,"AA",1023,"N546AA",232,225,217,13,6,"AUS","SJC",1476,3,12,0,"",0,NA,NA,NA,NA,NA
2008,1,23,3,1513,1520,1626,1620,"CO",1706,"N73299",73,60,34,6,-7,"AUS","IAH",140,17,22,0,"",0,NA,NA,NA,NA,NA
2008,1,23,3,1514,1520,1650,1657,"US",644,"N168AW",156,157,134,-7,-6,"AUS","PHX",872,10,12,0,"",0,NA,NA,NA,NA,NA
2008,1,23,3,1518,1520,1817,1829,"EV",4325,"N836AS",119,129,100,-12,-2,"AUS","ATL",813,7,12,0,"",0,NA,NA,NA,NA,NA
2008,1,23,3,1519,1520,1622,1620,"AA",559,"N4WPAA",63,60,42,2,-1,"DFW","AUS",190,8,13,0,"",0,NA,NA,NA,NA,NA
2008,1,23,3,1526,1520,1659,1655,"WN",1295,"N648SW",153,155,136,4,6,"AUS","PHX",872,6,11,0,"",0,NA,NA,NA,NA,NA
2008,1,23,3,1530,1525,1637,1625,"AA",1128,"N596AA",67,60,43,12,5,"AUS","DFW",190,10,14,0,"",0,NA,NA,NA,NA,NA
2008,1,23,3,1537,1535,1631,1625,"WN",2980,"N306SW",54,50,40,6,2,"DAL","AUS",189,3,11,0,"",0,NA,NA,NA,NA,NA
2008,1,23,3,1540,1528,1901,1900,"OH",5026,"N781CA",141,152,124,1,12,"AUS","CVG",958,2,15,0,"",0,NA,NA,NA,NA,NA
2008,1,23,3,1544,1545,1639,1640,"CO",341,"N14652",55,55,33,-1,-1,"IAH","AUS",140,4,18,0,"",0,NA,NA,NA,NA,NA
2008,1,23,3,1548,1455,1706,1612,"XE",224,"N11194",78,77,52,54,53,"OKC","AUS",358,16,10,0,"",0,53,0,1,0,0
2008,1,23,3,1550,1550,1642,1645,"MQ",3374,"N643AE",52,55,38,-3,0,"AUS","DAL",189,3,11,0,"",0,NA,NA,NA,NA,NA
2008,1,23,3,1555,1550,1646,1645,"WN",2008,"N651SW",51,55,39,1,5,"AUS","DAL",189,3,9,0,"",0,NA,NA,NA,NA,NA
2008,1,23,3,1600,1605,1831,1835,"WN",2976,"N267WN",151,150,136,-4,-5,"AUS","MDW",972,6,9,0,"",0,NA,NA,NA,NA,NA
2008,1,23,3,1604,1610,1704,1705,"MQ",3375,"N649PP",60,55,39,-1,-6,"DAL","AUS",189,8,13,0,"",0,NA,NA,NA,NA,NA
2008,1,23,3,1608,1610,1659,1700,"WN",3419,"N625SW",51,50,40,-1,-2,"DAL","AUS",189,5,6,0,"",0,NA,NA,NA,NA,NA
2008,1,23,3,1611,1555,1738,1723,"XE",80,"N14203",87,88,66,15,16,"TUL","AUS",426,8,13,0,"",0,2,0,0,0,13
2008,1,23,3,1612,1610,1757,1756,"9E",5747,"87719E",105,106,80,1,2,"AUS","MEM",559,10,15,0,"",0,NA,NA,NA,NA,NA
2008,1,23,3,1614,1615,1742,1754,"EV",4315,"N753EV",148,159,127,-12,-1,"ATL","AUS",813,5,16,0,"",0,NA,NA,NA,NA,NA
2008,1,23,3,1617,1606,1923,1908,"F9",218,"N948FR",126,122,110,15,11,"DEN","AUS",775,7,9,0,"",0,11,0,4,0,0
2008,1,23,3,1619,1625,1851,1725,"CO",1602,"N79279",152,60,61,86,-6,"AUS","IAH",140,9,82,0,"",0,0,0,86,0,0
2008,1,23,3,1620,1620,1705,1705,"WN",2116,"N635SW",45,45,32,0,0,"HOU","AUS",148,3,10,0,"",0,NA,NA,NA,NA,NA
2008,1,23,3,1620,1610,2051,2050,"WN",1321,"N470WN",151,160,136,1,10,"SAN","AUS",1164,4,11,0,"",0,NA,NA,NA,NA,NA
2008,1,23,3,1621,1630,1820,1820,"OO",2933,"N699BR",119,110,94,0,-9,"AUS","MCI",650,7,18,0,"",0,NA,NA,NA,NA,NA
2008,1,23,3,1624,1624,1933,1936,"YV",2889,"N939LR",129,132,104,-3,0,"PHX","AUS",872,8,17,0,"",0,NA,NA,NA,NA,NA
2008,1,23,3,1626,1630,1727,1730,"AA",1215,"N3BHAA",61,60,40,-3,-4,"DFW","AUS",190,3,18,0,"",0,NA,NA,NA,NA,NA
2008,1,23,3,1631,1640,2022,2038,"YV",7071,"N502MJ",171,178,148,-16,-9,"AUS","IAD",1297,7,16,0,"",0,NA,NA,NA,NA,NA
2008,1,23,3,1634,1635,1940,1940,"WN",2713,"N333SW",126,125,110,0,-1,"PHX","AUS",872,5,11,0,"",0,NA,NA,NA,NA,NA
2008,1,23,3,1641,1645,1825,1828,"XE",600,"N12563",104,103,76,-3,-4,"MSY","AUS",445,17,11,0,"",0,NA,NA,NA,NA,NA
2008,1,23,3,1645,1645,1948,1951,"UA",1238,"N937UA",123,126,110,-3,0,"DEN","AUS",775,4,9,0,"",0,NA,NA,NA,NA,NA
2008,1,23,3,1654,1655,1737,1745,"WN",217,"N604SW",43,50,31,-8,-1,"AUS","HOU",148,2,10,0,"",0,NA,NA,NA,NA,NA
2008,1,23,3,1654,1645,1758,1750,"WN",3067,"N306SW",64,65,48,8,9,"AUS","MAF",294,4,12,0,"",0,NA,NA,NA,NA,NA
2008,1,23,3,1658,1700,2012,2007,"DL",1535,"N994DL",134,127,105,5,-2,"AUS","ATL",813,16,13,0,"",0,NA,NA,NA,NA,NA
2008,1,23,3,1658,1705,1858,1905,"AA",1646,"N439AA",120,120,92,-7,-7,"AUS","STL",722,17,11,0,"",0,NA,NA,NA,NA,NA
2008,1,23,3,1700,1700,1821,1805,"AA",463,"N4WPAA",81,65,44,16,0,"AUS","DFW",190,25,12,0,"",0,0,0,16,0,0
2008,1,23,3,1702,1650,1800,1745,"WN",1404,"N486WN",58,55,44,15,12,"AUS","DAL",189,2,12,0,"",0,0,0,3,0,12
2008,1,23,3,1708,1715,2202,2200,"CO",351,"N14652",234,225,206,2,-7,"AUS","EWR",1504,10,18,0,"",0,NA,NA,NA,NA,NA
2008,1,23,3,1718,1720,1821,1815,"WN",2440,"N600WN",63,55,51,6,-2,"MAF","AUS",294,5,7,0,"",0,NA,NA,NA,NA,NA
2008,1,23,3,1719,1720,1754,1800,"WN",1663,"N780SW",95,100,79,-6,-1,"AUS","ELP",528,3,13,0,"",0,NA,NA,NA,NA,NA
2008,1,23,3,1721,1720,1812,1815,"WN",3506,"N625SW",51,55,36,-3,1,"AUS","DAL",189,3,12,0,"",0,NA,NA,NA,NA,NA
2008,1,23,3,1725,1725,1837,1835,"WN",2116,"N635SW",72,70,57,2,0,"AUS","LBB",341,4,11,0,"",0,NA,NA,NA,NA,NA
2008,1,23,3,1725,1730,1823,1825,"MQ",3400,"N649PP",58,55,35,-2,-5,"AUS","DAL",189,9,14,0,"",0,NA,NA,NA,NA,NA
2008,1,23,3,1725,1730,2150,2213,"B6",1068,"N236JB",205,223,183,-23,-5,"AUS","JFK",1522,10,12,0,"",0,NA,NA,NA,NA,NA
2008,1,23,3,1731,1738,1848,1855,"UA",509,"N832UA",137,137,120,-7,-7,"AUS","DEN",775,5,12,0,"",0,NA,NA,NA,NA,NA
2008,1,23,3,1735,1735,2110,2155,"OH",5203,"N679CA",275,320,239,-45,0,"JFK","AUS",1522,6,30,0,"",0,NA,NA,NA,NA,NA
2008,1,23,3,1736,1735,1846,1835,"AA",479,"N534AA",70,60,44,11,1,"DFW","AUS",190,4,22,0,"",0,NA,NA,NA,NA,NA
2008,1,23,3,1737,1655,1854,1816,"XE",224,"N11194",197,201,182,38,42,"AUS","ONT",1197,4,11,0,"",0,5,0,0,0,33
2008,1,23,3,1737,1735,1830,1825,"WN",1127,"N239WN",53,50,41,5,2,"DAL","AUS",189,5,7,0,"",0,NA,NA,NA,NA,NA
2008,1,23,3,1739,1735,2301,2255,"AA",502,"N546AA",202,200,179,6,4,"SJC","AUS",1476,4,19,0,"",0,NA,NA,NA,NA,NA
2008,1,23,3,1740,1745,1846,1850,"WN",1352,"N207WN",66,65,55,-4,-5,"LBB","AUS",341,6,5,0,"",0,NA,NA,NA,NA,NA
2008,1,23,3,1742,1745,2004,2010,"WN",1093,"N616SW",82,85,69,-6,-3,"ELP","AUS",528,4,9,0,"",0,NA,NA,NA,NA,NA
2008,1,23,3,1745,1745,2222,2227,"XE",4,"N14186",157,162,141,-5,0,"ONT","AUS",1197,6,10,0,"",0,NA,NA,NA,NA,NA
2008,1,23,3,1745,1745,1841,1840,"MQ",3422,"N660CL",56,55,41,1,0,"DAL","AUS",189,5,10,0,"",0,NA,NA,NA,NA,NA
2008,1,23,3,1745,1745,2306,2225,"AA",1622,"N3AGAA",201,160,170,41,0,"SNA","AUS",1209,8,23,0,"",0,0,0,41,0,0
2008,1,23,3,1750,1755,1955,2005,"OO",4131,"N368CA",185,190,157,-10,-5,"AUS","SLC",1085,5,23,0,"",0,NA,NA,NA,NA,NA
2008,1,23,3,1754,1740,2053,2030,"AA",2293,"N463AA",179,170,152,23,14,"ORD","AUS",978,4,23,0,"",0,0,14,9,0,0
2008,1,23,3,1802,1805,1913,1905,"AA",563,"N4XFAA",71,60,45,8,-3,"DFW","AUS",190,5,21,0,"",0,NA,NA,NA,NA,NA
2008,1,23,3,1814,1823,1947,2000,"US",224,"N302AW",153,157,136,-13,-9,"AUS","PHX",872,6,11,0,"",0,NA,NA,NA,NA,NA
2008,1,23,3,1815,1820,2013,2005,"AA",1703,"N4WTAA",238,225,218,8,-5,"AUS","SJC",1476,4,16,0,"",0,NA,NA,NA,NA,NA
2008,1,23,3,1815,1815,1909,1910,"CO",1603,"N14230",54,55,31,-1,0,"IAH","AUS",140,4,19,0,"",0,NA,NA,NA,NA,NA
2008,1,23,3,1822,1755,1912,1902,"XE",315,"N14203",110,127,91,10,27,"AUS","ABQ",619,5,14,0,"",0,NA,NA,NA,NA,NA
2008,1,23,3,1836,1800,1924,1845,"WN",2891,"N369SW",48,45,32,39,36,"HOU","AUS",148,4,12,0,"",0,33,0,3,0,3
2008,1,23,3,1836,1840,2011,2011,"DL",693,"N992DL",155,151,129,0,-4,"ATL","AUS",813,7,19,0,"",0,NA,NA,NA,NA,NA
2008,1,23,3,1838,1830,1933,1920,"WN",2627,"N512SW",55,50,42,13,8,"DAL","AUS",189,3,10,0,"",0,NA,NA,NA,NA,NA
2008,1,23,3,1840,1835,2026,2030,"WN",2440,"N600WN",106,115,92,-4,5,"AUS","BNA",756,4,10,0,"",0,NA,NA,NA,NA,NA
2008,1,23,3,1843,1845,2023,2000,"AA",427,"N4XGAA",220,195,198,23,-2,"AUS","LAX",1242,8,14,0,"",0,0,0,23,0,0
2008,1,23,3,1846,1855,2116,2120,"AA",1051,"N452AA",210,205,194,-4,-9,"RDU","AUS",1162,4,12,0,"",0,NA,NA,NA,NA,NA
2008,1,23,3,1848,1855,2155,2204,"XE",312,"N12563",127,129,111,-9,-7,"AUS","JAX",954,5,11,0,"",0,NA,NA,NA,NA,NA
2008,1,23,3,1851,1850,1943,1945,"WN",288,"N239WN",52,55,40,-2,1,"AUS","DAL",189,3,9,0,"",0,NA,NA,NA,NA,NA
2008,1,23,3,1855,1855,2147,2139,"XE",318,"N12195",112,104,63,8,0,"ABQ","AUS",619,23,26,0,"",0,NA,NA,NA,NA,NA
2008,1,23,3,1901,1905,1957,2000,"MQ",3441,"N660CL",56,55,37,-3,-4,"AUS","DAL",189,4,15,0,"",0,NA,NA,NA,NA,NA
2008,1,23,3,1913,1915,1956,2000,"WN",1352,"N207WN",43,45,29,-4,-2,"AUS","HOU",148,4,10,0,"",0,NA,NA,NA,NA,NA
2008,1,23,3,1915,1845,2021,1945,"AA",1113,"N516AA",66,60,45,36,30,"DFW","AUS",190,4,17,0,"",0,0,26,6,0,4
2008,1,23,3,1919,1930,2015,2020,"MQ",3824,"N935AE",56,50,41,-5,-11,"DAL","AUS",189,3,12,0,"",0,NA,NA,NA,NA,NA
2008,1,23,3,1920,1810,2018,1910,"AA",766,"N3BHAA",58,60,37,68,70,"AUS","DFW",190,8,13,0,"",0,68,0,0,0,0
2008,1,23,3,1922,1600,2148,1840,"AA",346,"N487AA",146,160,123,188,202,"AUS","ORD",978,8,15,0,"",0,0,0,173,0,15
2008,1,23,3,1924,1930,2144,2150,"WN",426,"N281WN",140,140,128,-6,-6,"BNA","AUS",756,5,7,0,"",0,NA,NA,NA,NA,NA
2008,1,23,3,1929,1930,2038,2027,"CO",1441,"N73406",69,57,31,11,-1,"IAH","AUS",140,4,34,0,"",0,NA,NA,NA,NA,NA
2008,1,23,3,1930,1915,2046,2015,"AA",1566,"N534AA",76,60,38,31,15,"AUS","DFW",190,27,11,0,"",0,4,0,16,0,11
2008,1,23,3,1931,1930,2228,2235,"WN",3317,"N211WN",117,125,106,-7,1,"PHX","AUS",872,6,5,0,"",0,NA,NA,NA,NA,NA
2008,1,23,3,1933,1935,2035,2035,"AA",1202,"N499AA",62,60,46,0,-2,"DFW","AUS",190,3,13,0,"",0,NA,NA,NA,NA,NA
2008,1,23,3,1939,1830,2049,1929,"CO",620,"N29717",70,59,37,80,69,"AUS","IAH",140,6,27,0,"",0,0,0,80,0,0
2008,1,23,3,1943,1915,2046,2020,"WN",2891,"N369SW",183,185,172,26,28,"AUS","LAS",1090,3,8,0,"",0,0,0,0,0,26
2008,1,23,3,1946,1915,2156,2115,"9E",5746,"89699E",130,120,99,41,31,"MEM","AUS",559,6,25,0,"",0,0,31,10,0,0
2008,1,23,3,1946,1905,23,2359,"AA",2246,"N4XWAA",157,174,141,24,41,"LAX","AUS",1242,3,13,0,"",0,0,0,0,0,24
2008,1,23,3,1951,1955,2307,2314,"US",229,"N156AW",136,139,112,-7,-4,"PHX","AUS",872,5,19,0,"",0,NA,NA,NA,NA,NA
2008,1,23,3,1952,1940,2117,2115,"WN",2627,"N512SW",145,155,131,2,12,"AUS","PHX",872,6,8,0,"",0,NA,NA,NA,NA,NA
2008,1,23,3,1952,1930,2328,2300,"CO",806,"N18658",276,270,238,28,22,"EWR","AUS",1504,6,32,0,"",0,0,0,6,0,22
2008,1,23,3,1955,1955,2116,2055,"AA",2059,"N4XFAA",81,60,42,21,0,"AUS","DFW",190,25,14,0,"",0,0,0,21,0,0
2008,1,23,3,1956,1948,2121,2100,"F9",219,"N948FR",145,132,116,21,8,"AUS","DEN",775,11,18,0,"",0,0,0,13,0,8
2008,1,23,3,1957,1922,2258,2226,"UA",452,"N836UA",121,124,104,32,35,"DEN","AUS",775,4,13,0,"",0,0,0,0,0,32
2008,1,23,3,1959,2000,2053,2055,"WN",2713,"N333SW",54,55,38,-2,-1,"AUS","DAL",189,3,13,0,"",0,NA,NA,NA,NA,NA
2008,1,23,3,2006,1724,2311,2003,"OO",5975,"N768SK",185,159,127,188,162,"AUS","ORD",978,5,53,0,"",0,0,0,188,0,0
2008,1,23,3,2009,2000,2308,2251,"OO",5978,"N762SK",179,171,151,17,9,"ORD","AUS",978,4,24,0,"",0,17,0,0,0,0
2008,1,23,3,2010,2000,2107,2050,"WN",983,"N709SW",57,50,41,17,10,"DAL","AUS",189,5,11,0,"",0,0,0,7,0,10
2008,1,23,3,2025,2005,49,40,"WN",2283,"N775SW",144,155,129,9,20,"LAS","AUS",1090,5,10,0,"",0,NA,NA,NA,NA,NA
2008,1,23,3,2027,2030,2101,2105,"WN",2278,"N616SW",94,95,83,-4,-3,"AUS","ELP",528,3,8,0,"",0,NA,NA,NA,NA,NA
2008,1,23,3,2033,1920,2329,2217,"XE",209,"N18557",116,117,100,72,73,"TUS","AUS",797,5,11,0,"",0,1,0,0,0,71
2008,1,23,3,2035,2045,2351,2346,"F9",214,"N907FR",136,121,103,5,-10,"DEN","AUS",775,9,24,0,"",0,NA,NA,NA,NA,NA
2008,1,23,3,2041,2050,2129,2145,"MQ",3443,"N935AE",48,55,35,-16,-9,"AUS","DAL",189,4,9,0,"",0,NA,NA,NA,NA,NA
2008,1,23,3,2043,2045,2142,2135,"WN",3060,"N756SA",59,50,42,7,-2,"DAL","AUS",189,5,12,0,"",0,NA,NA,NA,NA,NA
2008,1,23,3,2044,2045,10,2359,"B6",1069,"N198JB",266,254,247,11,-1,"JFK","AUS",1522,3,16,0,"",0,NA,NA,NA,NA,NA
2008,1,23,3,2050,2050,2312,2315,"WN",1303,"N511SW",82,85,72,-3,0,"ELP","AUS",528,3,7,0,"",0,NA,NA,NA,NA,NA
2008,1,23,3,2052,2050,2157,2150,"AA",1731,"N259AA",65,60,43,7,2,"DFW","AUS",190,5,17,0,"",0,NA,NA,NA,NA,NA
2008,1,23,3,2053,2055,2255,2251,"OH",5085,"N709CA",182,176,167,4,-2,"CVG","AUS",958,4,11,0,"",0,NA,NA,NA,NA,NA
2008,1,23,3,2106,2110,2152,2155,"WN",1321,"N470WN",46,45,30,-3,-4,"AUS","HOU",148,6,10,0,"",0,NA,NA,NA,NA,NA
2008,1,23,3,2120,2120,2315,2256,"OH",5579,"N669CA",175,156,140,19,0,"ATL","AUS",813,5,30,0,"",0,0,0,19,0,0
2008,1,23,3,2123,2110,2210,2200,"WN",1070,"N709SW",47,50,36,10,13,"AUS","DAL",189,3,8,0,"",0,NA,NA,NA,NA,NA
2008,1,23,3,2128,1940,119,2323,"OO",4074,"N813SK",171,163,134,116,108,"SLC","AUS",1085,4,33,0,"",0,0,0,0,0,116
2008,1,23,3,2146,2115,2233,2200,"WN",224,"N328SW",47,45,31,33,31,"HOU","AUS",148,5,11,0,"",0,2,0,2,0,29
2008,1,23,3,2213,2135,2309,2235,"AA",417,"N426AA",56,60,41,34,38,"DFW","AUS",190,3,12,0,"",0,34,0,0,0,0
2008,1,23,3,2214,1745,104,2030,"YV",7281,"N506MJ",230,225,200,274,269,"IAD","AUS",1297,5,25,0,"",0,274,0,0,0,0
2008,1,23,3,2225,2115,2323,2212,"CO",1533,"N77295",58,57,33,71,70,"IAH","AUS",140,8,17,0,"",0,70,0,1,0,0
2008,1,23,3,2235,1945,112,2230,"WN",1505,"N237WN",157,165,144,162,170,"MDW","AUS",972,4,9,0,"",0,2,0,0,0,160
2008,1,23,3,2236,2240,2330,2335,"AA",1129,"N416AA",54,55,41,-5,-4,"DFW","AUS",190,4,9,0,"",0,NA,NA,NA,NA,NA
2008,1,23,3,2247,2255,2355,2346,"CO",1561,"N76288",68,51,31,9,-8,"IAH","AUS",140,21,16,0,"",0,NA,NA,NA,NA,NA
2008,1,23,3,2340,2135,227,20,"AA",2491,"N4WKAA",167,165,148,127,125,"ORD","AUS",978,5,14,0,"",0,0,0,2,0,125
2008,1,23,3,NA,620,NA,735,"F9",211,"N929FR",NA,135,NA,NA,NA,"AUS","DEN",775,NA,NA,1,"A",0,NA,NA,NA,NA,NA
2008,1,23,3,NA,1735,NA,2015,"AA",2402,"",NA,160,NA,NA,NA,"AUS","ORD",978,NA,NA,1,"A",0,NA,NA,NA,NA,NA
2008,1,23,3,NA,1405,NA,1650,"AA",1053,"",NA,165,NA,NA,NA,"ORD","AUS",978,NA,NA,1,"A",0,NA,NA,NA,NA,NA
2008,1,24,4,541,540,640,635,"CO",240,"N73406",59,55,38,5,1,"AUS","IAH",140,8,13,0,"",0,NA,NA,NA,NA,NA
2008,1,24,4,545,550,716,722,"YV",2908,"N939LR",151,152,137,-6,-5,"AUS","PHX",872,7,7,0,"",0,NA,NA,NA,NA,NA
2008,1,24,4,552,600,657,700,"AA",1157,"N4WKAA",65,60,37,-3,-8,"AUS","DFW",190,8,20,0,"",0,NA,NA,NA,NA,NA
2008,1,24,4,555,600,823,835,"AA",1614,"N546AA",148,155,128,-12,-5,"AUS","ORD",978,9,11,0,"",0,NA,NA,NA,NA,NA
2008,1,24,4,557,600,909,909,"EV",4788,"N753EV",132,129,111,0,-3,"AUS","ATL",813,11,10,0,"",0,NA,NA,NA,NA,NA
2008,1,24,4,601,605,739,750,"9E",5743,"89699E",98,105,76,-11,-4,"AUS","MEM",559,6,16,0,"",0,NA,NA,NA,NA,NA
2008,1,24,4,615,620,938,952,"OH",5574,"N709CA",143,152,135,-14,-5,"AUS","CVG",958,3,5,0,"",0,NA,NA,NA,NA,NA
2008,1,24,4,617,620,736,735,"F9",211,"N907FR",139,135,121,1,-3,"AUS","DEN",775,7,11,0,"",0,NA,NA,NA,NA,NA
2008,1,24,4,621,632,908,911,"OO",5964,"N762SK",167,159,147,-3,-11,"AUS","ORD",978,5,15,0,"",0,NA,NA,NA,NA,NA
2008,1,24,4,621,545,714,640,"MQ",3362,"N935AE",53,55,36,34,36,"DAL","AUS",189,5,12,0,"",0,34,0,0,0,0
2008,1,24,4,624,630,710,725,"WN",1480,"N756SA",46,55,34,-15,-6,"AUS","DAL",189,3,9,0,"",0,NA,NA,NA,NA,NA
2008,1,24,4,625,630,1102,1058,"CO",852,"N18658",217,208,190,4,-5,"AUS","EWR",1504,5,22,0,"",0,NA,NA,NA,NA,NA
2008,1,24,4,630,630,711,715,"WN",255,"N349SW",41,45,29,-4,0,"HOU","AUS",148,4,8,0,"",0,NA,NA,NA,NA,NA
2008,1,24,4,635,640,830,825,"AA",579,"N452AA",235,225,220,5,-5,"AUS","SJC",1476,5,10,0,"",0,NA,NA,NA,NA,NA
2008,1,24,4,636,635,855,900,"WN",1576,"N385SW",79,85,66,-5,1,"ELP","AUS",528,6,7,0,"",0,NA,NA,NA,NA,NA
2008,1,24,4,649,650,1138,1145,"AA",1182,"N4WPAA",169,175,142,-7,-1,"LAX","AUS",1242,5,22,0,"",0,NA,NA,NA,NA,NA
2008,1,24,4,650,650,732,735,"WN",1741,"N281WN",42,45,30,-3,0,"AUS","HOU",148,3,9,0,"",0,NA,NA,NA,NA,NA
2008,1,24,4,650,650,742,746,"CO",340,"N76288",52,56,31,-4,0,"AUS","IAH",140,7,14,0,"",0,NA,NA,NA,NA,NA
2008,1,24,4,651,700,1104,1133,"B6",1060,"N198JB",193,213,175,-29,-9,"AUS","JFK",1522,4,14,0,"",0,NA,NA,NA,NA,NA
2008,1,24,4,652,650,743,740,"WN",1524,"N709SW",51,50,36,3,2,"DAL","AUS",189,5,10,0,"",0,NA,NA,NA,NA,NA
2008,1,24,4,658,700,819,821,"XE",1,"N14186",201,201,180,-2,-2,"AUS","ONT",1197,5,16,0,"",0,NA,NA,NA,NA,NA
2008,1,24,4,700,705,752,805,"AA",652,"N426AA",52,60,34,-13,-5,"AUS","DFW",190,6,12,0,"",0,NA,NA,NA,NA,NA
2008,1,24,4,702,705,832,840,"WN",2350,"N775SW",150,155,133,-8,-3,"AUS","PHX",872,4,13,0,"",0,NA,NA,NA,NA,NA
2008,1,24,4,703,705,811,810,"WN",2002,"N237WN",68,65,52,1,-2,"AUS","MAF",294,3,13,0,"",0,NA,NA,NA,NA,NA
2008,1,24,4,705,710,854,905,"WN",697,"N328SW",109,115,95,-11,-5,"AUS","BNA",756,4,10,0,"",0,NA,NA,NA,NA,NA
2008,1,24,4,705,705,807,805,"WN",2805,"N337SW",62,60,47,2,0,"MAF","AUS",294,4,11,0,"",0,NA,NA,NA,NA,NA
2008,1,24,4,707,715,822,832,"XE",519,"N12195",75,77,55,-10,-8,"AUS","MSY",445,8,12,0,"",0,NA,NA,NA,NA,NA
2008,1,24,4,707,715,810,807,"CO",1841,"N76355",63,52,30,3,-8,"IAH","AUS",140,11,22,0,"",0,NA,NA,NA,NA,NA
2008,1,24,4,709,715,857,814,"CO",1573,"N77295",108,59,39,43,-6,"AUS","IAH",140,8,61,0,"",0,0,0,43,0,0
2008,1,24,4,710,710,939,940,"WN",958,"N211WN",149,150,130,-1,0,"AUS","MDW",972,7,12,0,"",0,NA,NA,NA,NA,NA
2008,1,24,4,714,720,NA,1024,"DL",1590,"N992DL",NA,124,NA,NA,-6,"AUS","ATL",813,NA,13,0,"",1,NA,NA,NA,NA,NA
2008,1,24,4,723,730,856,901,"XE",303,"N18557",153,151,128,-5,-7,"AUS","TUS",797,4,21,0,"",0,NA,NA,NA,NA,NA
2008,1,24,4,725,725,802,805,"WN",1306,"N511SW",97,100,84,-3,0,"AUS","ELP",528,2,11,0,"",0,NA,NA,NA,NA,NA
2008,1,24,4,725,705,812,805,"MQ",3366,"N935AE",47,60,33,7,20,"AUS","DAL",189,4,10,0,"",0,NA,NA,NA,NA,NA
2008,1,24,4,725,725,811,815,"WN",1218,"N684WN",46,50,35,-4,0,"DAL","AUS",189,4,7,0,"",0,NA,NA,NA,NA,NA
2008,1,24,4,725,730,823,835,"WN",1148,"N335SW",58,65,48,-12,-5,"LBB","AUS",341,4,6,0,"",0,NA,NA,NA,NA,NA
2008,1,24,4,727,728,1034,1035,"F9",212,"N906FR",127,127,107,-1,-1,"DEN","AUS",775,5,15,0,"",0,NA,NA,NA,NA,NA
2008,1,24,4,735,745,928,941,"UA",657,"N836UA",233,236,216,-13,-10,"AUS","SFO",1504,7,10,0,"",0,NA,NA,NA,NA,NA
2008,1,24,4,736,740,834,840,"AA",1958,"N416AA",58,60,35,-6,-4,"AUS","DFW",190,9,14,0,"",0,NA,NA,NA,NA,NA
2008,1,24,4,737,740,844,850,"WN",255,"N349SW",67,70,55,-6,-3,"AUS","LBB",341,2,10,0,"",0,NA,NA,NA,NA,NA
2008,1,24,4,751,755,918,905,"AA",1465,"N516AA",207,190,190,13,-4,"AUS","SNA",1209,6,11,0,"",0,NA,NA,NA,NA,NA
2008,1,24,4,754,800,846,855,"MQ",3890,"N660CL",52,55,37,-9,-6,"DAL","AUS",189,3,12,0,"",0,NA,NA,NA,NA,NA
2008,1,24,4,757,800,857,900,"AA",1109,"N421AA",60,60,37,-3,-3,"DFW","AUS",190,9,14,0,"",0,NA,NA,NA,NA,NA
